Id,Label,timeset,name,institute,department,year,title,reference,componentnumber
90028,张军,,张军,BEIHANG UNIVERSITY,信息科学部,2006,Emergency,10.02623602,
90027,朱军,,朱军,TSINGHUA UNIVERSITY,信息科学部,2013,Emergency,8.604104563,
90026,梅宏,,梅宏,PEKING UNIVERSITY,信息科学部,2001,Emergency,9.468851067,
90025,李晓春,,李晓春,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2015,Emergency,5.837730447,
90024,罗军舟,,罗军舟,SOUTHEAST UNIVERSITY,信息科学部,2018,Emergency,7.055312843,
90023,于全,,于全,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2018,Emergency,5.170483995,
90022,姚期智,,姚期智,TSINGHUA UNIVERSITY,信息科学部,2018,Emergency,9.54215894,
90021,吕健,,吕健,CHINESE ACADEMY OF SCIENCES,信息科学部,2018,Emergency,7.317212408,
90020,孙家广,,孙家广,TSINGHUA UNIVERSITY,信息科学部,2018,Emergency,7.355641103,
90019,倪光南,,倪光南,CHINESE ACADEMY OF SCIENCES,信息科学部,2018,Emergency,2.708050201,
90018,李国杰,,李国杰,CHINESE ACADEMY OF SCIENCES,信息科学部,2018,Emergency,4.276666119,0
90017,刘亮,,刘亮,BEIJING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS,信息科学部,2017,Emergency,6.17586727,
90016,张兰,,张兰,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,信息科学部,2018,Emergency,4.189654742,
90015,马利庄,,马利庄,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2018,Emergency,6.159095388,
90014,周志华,,周志华,NANJING UNIVERSITY,信息科学部,2018,Emergency,10.22882662,
90013,周亮,,周亮,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2018,Emergency,5.926926026,
90012,李建中,,李建中,HARBIN INSTITUTE OF TECHNOLOGY,教学名师领军人才,2017,Emergency,8.523771507,
90011,张军,,张军,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,哲学社会科学领军人才,2016,Emergency,9.82151799,
90010,宋杰,,宋杰,SHANGHAI JIAO TONG UNIVERSITY,医学科学部,2018,Emergency,8.211754397,
90009,邹卫文,,邹卫文,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2018,Emergency,7.247080585,
90008,谷大武,,谷大武,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2018,Emergency,7.07834158,
90007,郁文贤,,郁文贤,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2018,Emergency,6.892641641,
90006,张亚非,,张亚非,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2018,Emergency,7.664346632,
90005,傅育熙,,傅育熙,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2002,Emergency,6.180016654,
90004,过敏意,,过敏意,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2018,Emergency,8.523970176,
90003,李少远,,李少远,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2018,Emergency,8.081165778,
90002,胡卫生,,胡卫生,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2008,Emergency,7.180069874,
90001,陈贵海,,陈贵海,SHANGHAI JIAO TONG UNIVERSITY,信息科学部,2018,Emergency,8.321421587,
60104,葛昌纯,,葛昌纯,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,技术科学部,2001,YSK,6.562444094,
60103,秦国刚,,秦国刚,PEKING UNIVERSITY,技术科学部,2001,YSK,7.623641947,
60102,夏建白,,夏建白,CHINESE ACADEMY OF SCIENCES,技术科学部,2001,YSK,8.041091004,
60101,柳百新,,柳百新,TSINGHUA UNIVERSITY,技术科学部,2001,YSK,6.670766321,
60100,张楚汉,,张楚汉,TSINGHUA UNIVERSITY,技术科学部,2001,YSK,6.548219103,0
60099,涂传诒,,涂传诒,PEKING UNIVERSITY,地学部,2001,YSK,7.416979621,
60098,钟大赉,,钟大赉,CHINESE ACADEMY OF SCIENCES,地学部,2001,YSK,6.826545224,
60097,胡敦欣,,胡敦欣,CHINESE ACADEMY OF SCIENCES,地学部,2001,YSK,6.742880636,
60096,金玉玕,,金玉玕,CHINESE ACADEMY OF SCIENCES,地学部,2001,YSK,7.662467815,
60095,李崇银,,李崇银,CHINESE ACADEMY OF SCIENCES,地学部,2001,YSK,6.920671504,
60094,李小文,,李小文,BEIJING NORMAL UNIVERSITY,地学部,2001,YSK,8.101980732,0
60093,赵尔宓,,赵尔宓,CHINESE ACADEMY OF SCIENCES,生物学部,2001,YSK,5.723585102,
60092,金国章,,金国章,CHINESE ACADEMY OF SCIENCES,生物学部,2001,YSK,6.605297921,
60091,黄春辉,,黄春辉,PEKING UNIVERSITY,+none+,1000,YSK,8.355144739,
60090,林国强,,林国强,CHINESE ACADEMY OF SCIENCES,化学部,2001,YSK,7.747164967,
60089,陈洪渊,,陈洪渊,NANJING UNIVERSITY,化学部,2001,YSK,9.162304923,
60088,周又元,,周又元,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,数学物理学部,2001,YSK,5.730099783,
60087,邹广田,,邹广田,JILIN UNIVERSITY,数学物理学部,2001,YSK,8.571681377,
60086,张殿琳,,张殿琳,CHINESE ACADEMY OF SCIENCES,数学物理学部,2001,YSK,7.594381243,
60085,叶朝辉,,叶朝辉,CHINESE ACADEMY OF SCIENCES,数学物理学部,2001,YSK,7.273092596,
60084,彭堃墀,,彭堃墀,SHANXI UNIVERSITY,技术科学部,2003,YSK,7.138073034,
60083,金展鹏,,金展鹏,CENTRAL SOUTH UNIVERSITY,技术科学部,2003,YSK,7.376508126,
60082,范守善,,范守善,TSINGHUA UNIVERSITY,技术科学部,2003,YSK,9.354007722,
60081,陈国良,,陈国良,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,技术科学部,2003,YSK,5.789960171,
60080,朱位秋,,朱位秋,ZHEJIANG UNIVERSITY,技术科学部,2003,YSK,7.027314514,
60079,李曙光,,李曙光,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,地学部,2003,YSK,5.455321115,
60078,费维扬,,费维扬,TSINGHUA UNIVERSITY,化学部,2003,YSK,6.893656355,
60077,吴养洁,,吴养洁,ZHENGZHOU UNIVERSITY,化学部,2003,YSK,8.166216269,
60076,计亮年,,计亮年,SUN YAT-SEN UNIVERSITY,化学部,2003,YSK,8.505525387,
60075,葛墨林,,葛墨林,NANKAI UNIVERSITY,数学物理学部,2003,YSK,6.11146734,
60074,陶瑞宝,,陶瑞宝,FUDAN UNIVERSITY,数学物理学部,2003,YSK,5.659482216,
60073,洪家兴,,洪家兴,FUDAN UNIVERSITY,数学物理学部,2003,YSK,4.744932128,0
60072,朱邦芬,,朱邦芬,TSINGHUA UNIVERSITY,数学物理学部,2003,YSK,6.665683718,
60071,邝宇平,,邝宇平,TSINGHUA UNIVERSITY,数学物理学部,2003,YSK,6.061456919,
60070,陶文铨,,陶文铨,XI'AN JIAOTONG UNIVERSITY,技术科学部,2005,YSK,8.22684089,
60069,赵淳生,,赵淳生,NANJING UNIVERSITY OF AERONAUTICS AND ASTRONAUTICS,技术科学部,2005,YSK,5.85220248,
60068,吴培亨,,吴培亨,NANJING UNIVERSITY,信息技术科学部,2005,YSK,7.184629153,
60067,童坦君,,童坦君,PEKING UNIVERSITY,生命科学和医学学部,2005,YSK,7.032624261,
60066,颜德岳,,颜德岳,SHANGHAI JIAO TONG UNIVERSITY,化学部,2005,YSK,8.783396232,
60065,吴云东,,吴云东,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,化学部,2005,YSK,6.415096959,
60064,龚昌德,,龚昌德,NANJING UNIVERSITY,数学物理学部,2005,YSK,4.997212274,
60063,张裕恒,,张裕恒,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,数学物理学部,2005,YSK,6.66440902,
60062,王诗宬,,王诗宬,PEKING UNIVERSITY,数学物理学部,2005,YSK,6.282266747,
60061,程时杰,,程时杰,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,技术科学部,2007,YSK,7.67971364,
60060,胡海岩,,胡海岩,NANJING UNIVERSITY OF AERONAUTICS AND ASTRONAUTICS,技术科学部,2007,YSK,8.237214703,
60059,任露泉,,任露泉,JILIN UNIVERSITY,技术科学部,2007,YSK,7.629975707,
60058,王克明,,王克明,SHANDONG UNIVERSITY,技术科学部,2007,YSK,6.618738984,
60057,赵进东,,赵进东,PEKING UNIVERSITY,生命科学和医学学部,2007,YSK,5.793013608,
60056,孟安明,,孟安明,TSINGHUA UNIVERSITY,生命科学和医学学部,2007,YSK,8.51398806,
60055,陈润生,,陈润生,CHINESE ACADEMY OF SCIENCES,生命科学和医学学部,2007,YSK,8.965973184,
60054,柴之芳,,柴之芳,CHINESE ACADEMY OF SCIENCES,化学部,2007,YSK,8.000349495,
60053,宋礼成,,宋礼成,NANKAI UNIVERSITY,化学部,2007,YSK,6.895682698,
60052,俞昌旋,,俞昌旋,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,数学物理学部,2007,YSK,6.089044875,
60051,邢定钰,,邢定钰,NANJING UNIVERSITY,数学物理学部,2007,YSK,7.678788998,
60050,龙以明,,龙以明,NANKAI UNIVERSITY,数学物理学部,2007,YSK,6.415096959,
60049,王锡凡,,王锡凡,XI'AN JIAOTONG UNIVERSITY,技术科学部,2009,YSK,7.058758153,
60048,隋森芳,,隋森芳,TSINGHUA UNIVERSITY,生命科学和医学学部,2009,YSK,7.809947086,
60047,唐本忠,,唐本忠,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,化学部,2009,YSK,9.198166571,
60046,沈保根,,沈保根,CHINESE ACADEMY OF SCIENCES,技术科学部,2011,YSK,8.74049673,
60045,张统一,,张统一,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,技术科学部,2011,YSK,5.375278408,
60044,朱荻,,朱荻,NANJING UNIVERSITY OF AERONAUTICS AND ASTRONAUTICS,+none+,1000,YSK,6.329720906,
60043,徐宗本,,徐宗本,XI'AN JIAOTONG UNIVERSITY,信息技术科学部,2011,YSK,8.364973978,
60042,金亚秋,,金亚秋,FUDAN UNIVERSITY,信息技术科学部,2011,YSK,6.981005741,0
60041,石广玉,,石广玉,CHINESE ACADEMY OF SCIENCES,地学部,2011,YSK,7.835974582,
60040,张明杰,,张明杰,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,生命科学与医学学部,2011,YSK,8.297543529,
60039,张俐娜,,张俐娜,WUHAN UNIVERSITY,化学部,2011,YSK,8.926783114,
60038,张维岩,,张维岩,CHINA ACADEMY OF ENGINEERING PHYSICS,数学物理学部,2011,YSK,4.394449155,
60037,王广厚,,王广厚,NANJING UNIVERSITY,数学物理学部,2011,YSK,8.310414994,
60036,方岱宁,,方岱宁,PEKING UNIVERSITY,技术科学部,2013,YSK,7.199678346,0
60035,郝跃,,郝跃,XIDIAN UNIVERSITY,信息技术科学部,2013,YSK,7.43543802,
60034,王立军,,王立军,CHINESE ACADEMY OF SCIENCES,信息技术科学部,2013,YSK,6.926577033,0
60033,郭正堂,,郭正堂,CHINESE ACADEMY OF SCIENCES,科技创新领军人才,2016,YSK,8.951310542,
60032,桂建芳,,桂建芳,CHINESE ACADEMY OF SCIENCES,生命科学和医学学部,2013,YSK,8.65886635,
60031,赵继宗,,赵继宗,CAPITAL MEDICAL UNIVERSITY,生命科学和医学学部,2013,YSK,6.720220155,
60030,韩布兴,,韩布兴,CHINESE ACADEMY OF SCIENCES,化学部,2013,YSK,9.667891793,
60029,杨秀荣,,杨秀荣,CHINESE ACADEMY OF SCIENCES,化学部,2013,YSK,8.823353485,
60028,李永舫,,李永舫,CHINESE ACADEMY OF SCIENCES,化学部,2013,YSK,9.406729186,
60027,方维海,,方维海,BEIJING NORMAL UNIVERSITY,化学部,2013,YSK,7.161622003,
60026,丁奎岭,,丁奎岭,CHINESE ACADEMY OF SCIENCES,化学部,2013,YSK,8.82585367,
60025,赵政国,,赵政国,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,数学物理学部,2013,YSK,7.52131798,
60024,俞大鹏,,俞大鹏,PEKING UNIVERSITY,技术科学部,2015,YSK,10.0556076,
60023,陈云敏,,陈云敏,ZHEJIANG UNIVERSITY,技术科学部,2015,YSK,7.96276393,
60022,邹志刚,,邹志刚,NANJING UNIVERSITY,技术科学部,2015,YSK,9.272845577,
60021,夏军,,夏军,WUHAN UNIVERSITY,地学部,2015,YSK,7.527255919,
60020,陈晓非,,陈晓非,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,地学部,2015,YSK,6.771935556,
60019,吴福元,,吴福元,CHINESE ACADEMY OF SCIENCES,地学部,2015,YSK,9.676963293,
60018,杨树锋,,杨树锋,ZHEJIANG UNIVERSITY,地学部,2015,YSK,7.025538315,
60017,阎锡蕴,,阎锡蕴,CHINESE ACADEMY OF SCIENCES,生命科学和医学学部,2015,YSK,8.030409562,
60016,宋微波,,宋微波,OCEAN UNIVERSITY OF CHINA,生命科学和医学学部,2015,YSK,7.419979924,
60015,李玉良,,李玉良,CHINESE ACADEMY OF SCIENCES,化学部,2015,YSK,8.574707098,
60014,刘云圻,,刘云圻,CHINESE ACADEMY OF SCIENCES,化学部,2015,YSK,9.353747835,
60013,景益鹏,,景益鹏,SHANGHAI JIAO TONG UNIVERSITY,数学物理学部,2015,YSK,8.649623979,
60012,滕锦光,,滕锦光,HONG KONG POLYTECHNIC UNIVERSITY,技术科学部,2017,YSK,8.619027497,
60011,郭万林,,郭万林,NANJING UNIVERSITY OF AERONAUTICS AND ASTRONAUTICS,技术科学部,2017,YSK,8.884471718,
60010,欧阳明高,,欧阳明高,TSINGHUA UNIVERSITY,技术科学部,2017,YSK,8.34640487,
60009,芮筱亭,,芮筱亭,NANJING UNIVERSITY OF SCIENCE AND TECHNOLOGY,技术科学部,2017,YSK,4.709530201,
60008,郑志明,,郑志明,BEIHANG UNIVERSITY,信息技术科学部,2017,YSK,7.577633833,
60007,吴朝晖,,吴朝晖,ZHEJIANG UNIVERSITY,信息技术科学部,2017,YSK,8.627481545,
60006,王建宇,,王建宇,CHINESE ACADEMY OF SCIENCES,信息技术科学部,2017,YSK,5.976350909,0
60005,黄荷凤,,黄荷凤,SHANGHAI JIAO TONG UNIVERSITY,生命科学和医学学部,2017,YSK,5.579729826,
60004,谢作伟,,谢作伟,THE CHINESE UNIVERSITY OF HONG KONG,化学部,2017,YSK,7.598399329,0
60003,岳建民,,岳建民,CHINESE ACADEMY OF SCIENCES,化学部,2017,YSK,8.025189322,0
60002,龚新高,,龚新高,FUDAN UNIVERSITY,数学物理学部,2017,YSK,9.018574356,
60001,王小云,,王小云,TSINGHUA UNIVERSITY,科技创新领军人才,2017,YSK,8.335431478,
50084,唐希灿,,唐希灿,CHINESE ACADEMY OF SCIENCES,医药卫生工程学部,2001,YSG,6.333279628,
50083,戴景瑞,,戴景瑞,CHINA AGRICULTURAL UNIVERSITY,农业、轻纺与环境工程学部,2001,YSG,6.458338283,
50082,盖钧镒,,盖钧镒,NANJING AGRICULTURAL UNIVERSITY,农业、轻纺与环境工程学部,2001,YSG,7.348587531,
50081,官春云,,官春云,HUNAN AGRICULTURAL UNIVERSITY,农业、轻纺与环境工程学部,2001,YSG,6.265301213,
50080,束怀瑞,,束怀瑞,SHANDONG AGRICULTURAL UNIVERSITY,农业、轻纺与环境工程学部,2001,YSG,5.429345629,
50079,孙铁珩,,孙铁珩,CHINESE ACADEMY OF SCIENCES,农业、轻纺与环境工程学部,2001,YSG,4.510859507,
50078,范维澄,,范维澄,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,能源与矿业工程学部,2001,YSG,8.248790734,
50077,陈立泉,,陈立泉,CHINESE ACADEMY OF SCIENCES,化工、冶金与材料工程学部,2001,YSG,9.464750005,
50076,杨锦宗,,杨锦宗,DALIAN UNIVERSITY OF TECHNOLOGY,化工、冶金与材料工程学部,2001,YSG,6.549650742,
50075,江东亮,,江东亮,CHINESE ACADEMY OF SCIENCES,化工、冶金与材料工程学部,2001,YSG,7.862882035,
50074,许祖彦,,许祖彦,CHINESE ACADEMY OF SCIENCES,信息与电子工程学部,2001,YSG,7.659171368,
50073,方家熊,,方家熊,CHINESE ACADEMY OF SCIENCES,信息与电子工程学部,2001,YSG,4.820281566,
50072,汪应洛,,汪应洛,XI'AN JIAOTONG UNIVERSITY,工程管理学部,2003,YSG,4.477336814,
50071,郝希山,,郝希山,TIANJIN MEDICAL UNIVERSITY,医药卫生工程学部,2003,YSG,8.023552392,
50070,侯保荣,,侯保荣,CHINESE ACADEMY OF SCIENCES,农业、环境与轻纺工程学部,2003,YSG,7.699389406,
50069,荣廷昭,,荣廷昭,SICHUAN AGRICULTURAL UNIVERSITY,农业、环境与轻纺工程学部,2003,YSG,6.853299093,
50068,陈克复,,陈克复,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,农业、环境与轻纺工程学部,2003,YSG,6.419994928,
50067,张祖勋,,张祖勋,WUHAN UNIVERSITY,土木、水利与建筑工程学部,2003,YSG,5.030437921,
50066,孙才新,,孙才新,CHONGQING UNIVERSITY,能源与矿业工程学部,2003,YSG,7.520234556,
50065,谢克昌,,谢克昌,TAIYUAN UNIVERSITY OF TECHNOLOGY,化工、冶金与材料工程学部,2003,YSG,7.327780538,
50064,叶声华,,叶声华,TIANJIN UNIVERSITY,信息与电子工程学部,2003,YSG,4.644390899,
50063,屈梁生,,屈梁生,XI'AN JIAOTONG UNIVERSITY,机械与运载工程学部,2003,YSG,6.393590754,
50062,李培根,,李培根,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,机械与运载工程学部,2003,YSG,7.050989447,
50061,周宏灏,,周宏灏,CENTRAL SOUTH UNIVERSITY,医药卫生工程学部,2005,YSG,8.251924714,
50060,郝吉明,,郝吉明,TSINGHUA UNIVERSITY,农业、环境与轻纺工程学部,2005,YSG,8.875007486,
50059,刘秀梵,,刘秀梵,YANGZHOU UNIVERSITY,农业、环境与轻纺工程学部,2005,YSG,7.122866659,
50058,朱英国,,朱英国,WUHAN UNIVERSITY,农业、环境与轻纺工程学部,2005,YSG,7.319202459,
50057,尹伟伦,,尹伟伦,BEIJING FORESTRY UNIVERSITY,农业、环境与轻纺工程学部,2005,YSG,6.251903883,
50056,余贻鑫,,余贻鑫,TIANJIN UNIVERSITY,能源与矿业工程学部,2005,YSG,5.768320996,
50055,吴以成,,吴以成,CHINESE ACADEMY OF SCIENCES,化工、冶金与材料工程学部,2005,YSG,6.776506992,
50054,王国栋,,王国栋,NORTHEASTERN UNIVERSITY,化工、冶金与材料工程学部,2005,YSG,7.127693699,
50053,陈予恕,,陈予恕,TIANJIN UNIVERSITY,机械与运载工程学部,2005,YSG,5.365976015,
50052,卢秉恒,,卢秉恒,XI'AN JIAOTONG UNIVERSITY,机械与运载工程学部,2005,YSG,7.515344571,0
50051,陈志南,,陈志南,FOURTH MILITARY MEDICAL UNIVERSITY,+none+,1000,YSG,7.392647521,
50050,于振文,,于振文,SHANDONG AGRICULTURAL UNIVERSITY,+none+,1000,YSG,5.407171771,
50049,张全兴,,张全兴,NANJING UNIVERSITY,+none+,1000,YSG,8.119993828,
50048,雷志栋,,雷志栋,TSINGHUA UNIVERSITY,+none+,1000,YSG,6.423246964,
50047,张兴栋,,张兴栋,SICHUAN UNIVERSITY,+none+,1000,YSG,8.432070938,
50046,徐扬生,,徐扬生,THE CHINESE UNIVERSITY OF HONG KONG,+none+,1000,YSG,7.980023592,
50045,麦康森,,麦康森,OCEAN UNIVERSITY OF CHINA,农业学部,2009,YSG,8.694669697,
50044,罗锡文,,罗锡文,SOUTH CHINA AGRICULTURAL UNIVERSITY,农业学部,2009,YSG,4.9698133,
50043,万元熙,,万元熙,CHINESE ACADEMY OF SCIENCES,能源与矿业工程学部,2009,YSG,5.252273428,
50042,付贤智,,付贤智,FUZHOU UNIVERSITY,化工、冶金与材料工程学部,2009,YSG,8.366370302,
50041,段正澄,,段正澄,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,机械与运载工程学部,2009,YSG,4.290459441,
50040,朱有勇,,朱有勇,YUNNAN AGRICULTURAL UNIVERSITY,农业学部,2011,YSG,7.033506484,
50039,瞿金平,,瞿金平,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,环境与轻纺工程学部,2011,YSG,7.229838778,
50038,苏万华,,苏万华,TIANJIN UNIVERSITY,能源与矿业工程学部,2011,YSG,5.370638028,
50037,谭天伟,,谭天伟,BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY,化工、冶金与材料工程学部,2011,YSG,8.921324077,
50036,段宝岩,,段宝岩,XIDIAN UNIVERSITY,信息与电子工程学部,2011,YSG,6.523562306,
50035,杨善林,,杨善林,HEFEI UNIVERSITY OF TECHNOLOGY,工程管理学部,2013,YSG,6.834108739,
50034,印遇龙,,印遇龙,CHINESE ACADEMY OF SCIENCES,农业学部,2013,YSG,8.302265795,
50033,朱蓓薇,,朱蓓薇,DALIAN POLYTECHNIC UNIVERSITY,环境与轻纺工程学部,2013,YSG,6.426488457,
50032,俞建勇,,俞建勇,DONGHUA UNIVERSITY,环境与轻纺工程学部,2013,YSG,8.229511119,0
50031,聂建国,,聂建国,TSINGHUA UNIVERSITY,土木、水利与建筑工程学部,2013,YSG,6.698268054,
50030,蔡美峰,,蔡美峰,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,能源与矿业工程学部,2013,YSG,5.783825182,
50029,蹇锡高,,蹇锡高,DALIAN UNIVERSITY OF TECHNOLOGY,化工、冶金与材料工程学部,2013,YSG,7.624618986,
50028,丁文江,,丁文江,SHANGHAI JIAO TONG UNIVERSITY,化工、冶金与材料工程学部,2013,YSG,8.286017468,
50027,蒋庄德,,蒋庄德,XI'AN JIAOTONG UNIVERSITY,机械与运载工程学部,2013,YSG,6.522092798,
50026,丁烈云,,丁烈云,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,工程管理学部,2015,YSG,6.118097198,
50025,顾晓松,,顾晓松,NANTONG UNIVERSITY,医药卫生工程学部,2015,YSG,8.599510234,
50024,宋宝安,,宋宝安,GUIZHOU UNIVERSITY,农业学部,2015,YSG,7.718240952,
50023,李天来,,李天来,SHENYANG AGRICULTURAL UNIVERSITY,农业学部,2015,YSG,5.739792912,
50022,曹福亮,,曹福亮,NANJING FORESTRY UNIVERSITY,农业学部,2015,YSG,5.429345629,
50021,张远航,,张远航,PEKING UNIVERSITY,环境与轻纺工程学部,2015,YSG,8.174421153,
50020,王复明,,王复明,ZHENGZHOU UNIVERSITY,土木、水利与建筑工程学部,2015,YSG,4.465908119,0
50019,彭永臻,,彭永臻,BEIJING UNIVERSITY OF TECHNOLOGY,土木、水利与建筑工程学部,2015,YSG,7.894318064,
50018,罗安,,罗安,HUNAN UNIVERSITY,能源与矿业工程学部,2015,YSG,7.149131599,
50017,刘吉臻,,刘吉臻,NORTH CHINA ELECTRIC POWER UNIVERSITY,能源与矿业工程学部,2015,YSG,6.769641977,
50016,李根生,,李根生,CHINA UNIVERSITY OF PETROLEUM,工程与材料科学部,2001,YSG,7.01571242,
50015,王迎军,,王迎军,SOUTH CHINA UNIVERSITY OF TECHNOLOGY,化工、冶金与材料工程学部,2015,YSG,8.118207049,
50014,刘中民,,刘中民,CHINESE ACADEMY OF SCIENCES,化工、冶金与材料工程学部,2015,YSG,4.804021045,
50013,陈芬儿,,陈芬儿,FUDAN UNIVERSITY,化工、冶金与材料工程学部,2015,YSG,6.924612396,
50012,吴建平,,吴建平,TSINGHUA UNIVERSITY,信息与电子工程学部,2015,YSG,7.436617265,0
50011,姜会林,,姜会林,CHANGCHUN UNIVERSITY OF SCIENCE AND TECHNOLOGY,信息与电子工程学部,2015,YSG,4.477336814,
50010,陈纯,,陈纯,ZHEJIANG UNIVERSITY,信息与电子工程学部,2015,YSG,8.393668705,
50009,田红旗,,田红旗,CENTRAL SOUTH UNIVERSITY,机械与运载工程学部,2015,YSG,6.329720906,
50008,李德群,,李德群,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,机械与运载工程学部,2015,YSG,6.03068526,
50007,包振民,,包振民,OCEAN UNIVERSITY OF CHINA,农业学部,2017,YSG,6.91968385,
50006,张建民,,张建民,TSINGHUA UNIVERSITY,科技创新领军人才,2017,YSG,7.189167738,
50005,李华军,,李华军,OCEAN UNIVERSITY OF CHINA,土木、水利与建筑工程学部,2017,YSG,6.682108597,
50004,孔宪京,,孔宪京,DALIAN UNIVERSITY OF TECHNOLOGY,土木、水利与建筑工程学部,2017,YSG,5.252273428,
50003,郑裕国,,郑裕国,ZHEJIANG UNIVERSITY OF TECHNOLOGY,化工、冶金与材料工程学部,2017,YSG,6.93439721,
50002,刘泽金,,刘泽金,NATIONAL UNIVERSITY OF DEFENSE TECHNOLOGY,信息与电子工程学部,2017,YSG,7.016609684,
50001,孙逢春,,孙逢春,BEIJING INSTITUTE OF TECHNOLOGY,机械与运载工程学部,2017,YSG,7.563200592,
40196,董晨,,董晨,TSINGHUA UNIVERSITY,生命科学部,2018,CQ,9.74846983,
40195,方复全,,方复全,CAPITAL NORMAL UNIVERSITY,数学物理学部,2017,CQ,6.555356892,
40194,耿美玉,,耿美玉,CHINESE ACADEMY OF SCIENCES,医学科学部,2018,CQ,8.167068178,
40193,华中生,,华中生,ZHEJIANG UNIVERSITY,管理科学部,2007,CQ,8.490849216,
40192,李亮,,李亮,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,工程与材料科学部,2014,CQ,10.08037772,
40191,俞汉青,,俞汉青,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,科技创新领军人才,2017,CQ,9.741203889,
40190,陈建国,,陈建国,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,医学科学部,2017,CQ,8.905172985,0
40189,陈延峰,,陈延峰,NANJING UNIVERSITY,工程与材料科学部,2017,CQ,8.837100411,
40188,何雅玲,,何雅玲,XI'AN JIAOTONG UNIVERSITY,百千万工程领军人才,2016,CQ,9.180911561,0
40187,鲁友明,,鲁友明,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,生命科学部,2017,CQ,7.887959337,
40186,倪晋仁,,倪晋仁,PEKING UNIVERSITY,技术科学部,2015,CQ,9.43691802,
40185,肖立业,,肖立业,CHINESE ACADEMY OF SCIENCES,工程与材料科学部,2017,CQ,7.44775128,0
40184,徐建明,,徐建明,ZHEJIANG UNIVERSITY,地球科学部,2017,CQ,9.032289682,
40183,张涛,,张涛,CHINESE ACADEMY OF SCIENCES,化学部,2013,CQ,9.839908571,
40182,周翔,,周翔,WUHAN UNIVERSITY,化学科学部,2017,CQ,8.379539026,
40181,包刚,,包刚,ZHEJIANG UNIVERSITY,数理科学部,2016,CQ,6.549650742,
40180,邓兴旺,,邓兴旺,PEKING UNIVERSITY,生命科学部,2016,CQ,8.881697406,
40179,秦伯强,,秦伯强,CHINESE ACADEMY OF SCIENCES,地球科学部,2016,CQ,8.781401908,0
40178,宋尔卫,,宋尔卫,SUN YAT-SEN UNIVERSITY,医学科学部,2016,CQ,9.114710141,
40177,严建华,,严建华,ZHEJIANG UNIVERSITY,工程与材料科学部,2016,CQ,7.542743545,
40176,杨光红,,杨光红,NORTHEASTERN UNIVERSITY,信息科学部,2016,CQ,8.396606228,
40175,杨修群,,杨修群,NANJING UNIVERSITY,地球科学部,2016,CQ,7.005789019,
40174,俞飚,,俞飚,CHINESE ACADEMY OF SCIENCES,化学科学部,2016,CQ,8.301025254,
40173,元英进,,元英进,TIANJIN UNIVERSITY,化学科学部,2016,CQ,8.534443545,
40172,张鹏杰,,张鹏杰,SHANGHAI JIAO TONG UNIVERSITY,数理科学部,2010,CQ,7.637716433,
