Source,Target,Type,Id,Label,timeset,Weight,value
10549,20145,Undirected,13927,,,1,1
10736,21583,Undirected,13928,,,3,3
10049,10877,Undirected,13929,,,12,12
10185,20416,Undirected,13930,,,1,1
10608,20981,Undirected,13931,,,4,4
20372,20938,Undirected,13932,,,6,6
10257,20824,Undirected,13933,,,5,5
10153,21566,Undirected,13934,,,1,1
20383,60002,Undirected,13935,,,3,3
21719,30333,Undirected,13936,,,1,1
20254,40120,Undirected,13937,,,1,1
21715,30307,Undirected,13938,,,1,1
20084,20449,Undirected,13939,,,1,1
20542,21314,Undirected,13940,,,1,1
20415,40164,Undirected,13941,,,4,4
10626,20058,Undirected,13942,,,2,2
20448,21410,Undirected,13943,,,35,35
11313,30354,Undirected,13944,,,1,1
10694,60059,Undirected,13945,,,4,4
10061,30107,Undirected,13946,,,8,8
20680,40183,Undirected,13947,,,2,2
20398,20702,Undirected,13948,,,1,1
21485,60051,Undirected,13949,,,2,2
11053,21001,Undirected,13950,,,7,7
20467,60055,Undirected,13951,,,1,1
20632,20910,Undirected,13952,,,24,24
10161,10335,Undirected,13953,,,9,9
20098,20527,Undirected,13954,,,4,4
21427,40076,Undirected,13955,,,1,1
20487,40138,Undirected,13956,,,1,1
20113,20145,Undirected,13957,,,10,10
11306,20679,Undirected,13958,,,1,1
20372,21330,Undirected,13959,,,3,3
10148,10254,Undirected,13960,,,2,2
10755,21544,Undirected,13961,,,4,4
20160,30244,Undirected,13962,,,2,2
21586,21743,Undirected,13963,,,2,2
10199,60082,Undirected,13964,,,1,1
20492,21625,Undirected,13965,,,1,1
11344,21732,Undirected,13966,,,1,1
10821,40184,Undirected,13967,,,1,1
10591,30203,Undirected,13968,,,9,9
10553,40095,Undirected,13969,,,9,9
21608,40116,Undirected,13970,,,3,3
10787,20341,Undirected,13971,,,1,1
20939,40031,Undirected,13972,,,18,18
10130,20256,Undirected,13973,,,2,2
10455,20097,Undirected,13974,,,1,1
20372,50010,Undirected,13975,,,9,9
20783,21359,Undirected,13976,,,1,1
30169,30399,Undirected,13977,,,5,5
10527,21791,Undirected,13978,,,2,2
21083,40118,Undirected,13979,,,1,1
20617,60025,Undirected,13980,,,571,571
21238,21335,Undirected,13981,,,18,18
30244,40026,Undirected,13982,,,5,5
20518,40051,Undirected,13983,,,4,4
10878,11112,Undirected,13984,,,1,1
21037,21738,Undirected,13985,,,1,1
21037,40081,Undirected,13986,,,8,8
21179,21778,Undirected,13987,,,39,39
30006,40001,Undirected,13988,,,6,6
10739,11327,Undirected,13989,,,2,2
10011,21385,Undirected,13990,,,7,7
20036,20971,Undirected,13991,,,3,3
21169,21427,Undirected,13992,,,1,1
11400,20896,Undirected,13993,,,9,9
10690,10838,Undirected,13994,,,1,1
10556,10837,Undirected,13995,,,2,2
21079,30264,Undirected,13996,,,1,1
11127,21007,Undirected,13997,,,1,1
10062,20526,Undirected,13998,,,3,3
10507,20283,Undirected,13999,,,2,2
10247,10518,Undirected,14000,,,1,1
10259,60014,Undirected,14001,,,3,3
20396,40097,Undirected,14002,,,1,1
10013,30412,Undirected,14003,,,1,1
10062,40054,Undirected,14004,,,1,1
20098,20809,Undirected,14005,,,17,17
10627,50060,Undirected,14006,,,43,43
10120,20768,Undirected,14007,,,3,3
10205,10803,Undirected,14008,,,3,3
21527,21719,Undirected,14009,,,1,1
21037,21558,Undirected,14010,,,1,1
10198,30224,Undirected,14011,,,1,1
10391,30008,Undirected,14012,,,6,6
10528,40051,Undirected,14013,,,1,1
11027,20985,Undirected,14014,,,1,1
10381,20944,Undirected,14015,,,8,8
11114,20057,Undirected,14016,,,1,1
10528,40058,Undirected,14017,,,1,1
20106,20706,Undirected,14018,,,1,1
20399,21245,Undirected,14019,,,1,1
30232,40034,Undirected,14020,,,1,1
20754,21525,Undirected,14021,,,11,11
10826,20372,Undirected,14022,,,4,4
20257,40113,Undirected,14023,,,2,2
10991,21639,Undirected,14024,,,1,1
20399,21248,Undirected,14025,,,2,2
20317,20944,Undirected,14026,,,1,1
10246,40079,Undirected,14027,,,1,1
10776,20411,Undirected,14028,,,3,3
10318,11257,Undirected,14029,,,8,8
10427,40035,Undirected,14030,,,11,11
10786,11145,Undirected,14031,,,2,2
20122,21715,Undirected,14032,,,2,2
10484,20544,Undirected,14033,,,1,1
20326,30267,Undirected,14034,,,1,1
10456,40004,Undirected,14035,,,1,1
21210,60055,Undirected,14036,,,1,1
30244,40170,Undirected,14037,,,1,1
30244,40171,Undirected,14038,,,2,2
20009,30276,Undirected,14039,,,116,116
21613,40118,Undirected,14040,,,1,1
21172,50012,Undirected,14041,,,8,8
10848,21539,Undirected,14042,,,1,1
20543,30192,Undirected,14043,,,4,4
10245,20658,Undirected,14044,,,272,272
10563,21268,Undirected,14045,,,7,7
21281,30415,Undirected,14046,,,1,1
21070,21682,Undirected,14047,,,46,46
10251,60039,Undirected,14048,,,4,4
10251,60035,Undirected,14049,,,2,2
20398,21220,Undirected,14050,,,2,2
10563,11270,Undirected,14051,,,25,25
20314,60076,Undirected,14052,,,1,1
40075,60019,Undirected,14053,,,2,2
20559,21145,Undirected,14054,,,1,1
21323,21526,Undirected,14055,,,2,2
10472,60019,Undirected,14056,,,1,1
20066,21099,Undirected,14057,,,1,1
10369,11106,Undirected,14058,,,4,4
20088,20755,Undirected,14059,,,1,1
20548,20755,Undirected,14060,,,1,1
20122,20261,Undirected,14061,,,347,347
20640,40044,Undirected,14062,,,5,5
20478,20724,Undirected,14063,,,1,1
20743,21522,Undirected,14064,,,1,1
20587,21526,Undirected,14065,,,1,1
20355,20472,Undirected,14066,,,5,5
30073,40189,Undirected,14067,,,1,1
11282,21133,Undirected,14068,,,1,1
10916,21115,Undirected,14069,,,3,3
10951,20108,Undirected,14070,,,2,2
60011,60024,Undirected,14071,,,17,17
10311,20931,Undirected,14072,,,5,5
20283,30244,Undirected,14073,,,3,3
10659,20104,Undirected,14074,,,3,3
20607,40036,Undirected,14075,,,3,3
20659,30413,Undirected,14076,,,1,1
20051,50074,Undirected,14077,,,3,3
30244,40058,Undirected,14078,,,1,1
10341,11300,Undirected,14079,,,1,1
10542,20945,Undirected,14080,,,21,21
20139,21615,Undirected,14081,,,3,3
10168,11037,Undirected,14082,,,1,1
21673,50012,Undirected,14083,,,52,52
20006,20426,Undirected,14084,,,1,1
20517,21159,Undirected,14085,,,8,8
21088,21393,Undirected,14086,,,1,1
10805,20122,Undirected,14087,,,1,1
20315,60014,Undirected,14088,,,11,11
20505,21510,Undirected,14089,,,1,1
20006,20428,Undirected,14090,,,7,7
11136,21419,Undirected,14091,,,5,5
10146,20372,Undirected,14092,,,1,1
20906,21313,Undirected,14093,,,3,3
40196,60032,Undirected,14094,,,1,1
20168,30244,Undirected,14095,,,16,16
21368,21441,Undirected,14096,,,10,10
21213,21590,Undirected,14097,,,10,10
20134,21122,Undirected,14098,,,1,1
10159,40010,Undirected,14099,,,1,1
21017,30224,Undirected,14100,,,1,1
20471,40079,Undirected,14101,,,2,2
10756,21747,Undirected,14102,,,1,1
10703,20954,Undirected,14103,,,1,1
21017,40102,Undirected,14104,,,1,1
21728,21821,Undirected,14105,,,2,2
10638,21730,Undirected,14106,,,19,19
21790,30244,Undirected,14107,,,1,1
20960,20966,Undirected,14108,,,1,1
21015,21715,Undirected,14109,,,2,2
20429,21305,Undirected,14110,,,7,7
10690,21431,Undirected,14111,,,129,129
11316,21540,Undirected,14112,,,1,1
10297,21335,Undirected,14113,,,1,1
20767,30296,Undirected,14114,,,1,1
20281,20552,Undirected,14115,,,13,13
10190,21358,Undirected,14116,,,92,92
20433,60102,Undirected,14117,,,67,67
21150,40048,Undirected,14118,,,1,1
10361,40120,Undirected,14119,,,203,203
11322,60025,Undirected,14120,,,577,577
10646,20314,Undirected,14121,,,1,1
10779,20906,Undirected,14122,,,1,1
10334,10496,Undirected,14123,,,1,1
10018,20999,Undirected,14124,,,1,1
21660,40146,Undirected,14125,,,7,7
40008,40101,Undirected,14126,,,12,12
30048,30156,Undirected,14127,,,1,1
10805,20786,Undirected,14128,,,1,1
20102,20492,Undirected,14129,,,1,1
10256,21296,Undirected,14130,,,7,7
10496,20824,Undirected,14131,,,2,2
10005,20012,Undirected,14132,,,1,1
21232,40138,Undirected,14133,,,2,2
20266,30299,Undirected,14134,,,1,1
20209,40137,Undirected,14135,,,1,1
30003,40164,Undirected,14136,,,1,1
10934,30358,Undirected,14137,,,29,29
20831,21486,Undirected,14138,,,1,1
11305,40002,Undirected,14139,,,47,47
20203,21340,Undirected,14140,,,163,163
21314,21819,Undirected,14141,,,5,5
11125,21163,Undirected,14142,,,1,1
30228,30242,Undirected,14143,,,2,2
40137,40191,Undirected,14144,,,2,2
10594,20963,Undirected,14145,,,1,1
10355,20617,Undirected,14146,,,533,533
10469,20537,Undirected,14147,,,6,6
10449,20219,Undirected,14148,,,140,140
10736,60024,Undirected,14149,,,13,13
11255,20112,Undirected,14150,,,1,1
30244,30399,Undirected,14151,,,4,4
20876,40061,Undirected,14152,,,3,3
10838,21693,Undirected,14153,,,3,3
21558,30296,Undirected,14154,,,2,2
21558,30297,Undirected,14155,,,1,1
20643,21083,Undirected,14156,,,3,3
21397,40035,Undirected,14157,,,1,1
10413,40042,Undirected,14158,,,14,14
10699,21778,Undirected,14159,,,116,116
21056,40148,Undirected,14160,,,1,1
10164,40031,Undirected,14161,,,1,1
21007,21611,Undirected,14162,,,1,1
10241,21086,Undirected,14163,,,7,7
10786,11235,Undirected,14164,,,10,10
11322,60086,Undirected,14165,,,632,632
20031,60046,Undirected,14166,,,3,3
10105,21766,Undirected,14167,,,1,1
20029,21591,Undirected,14168,,,1,1
20315,30002,Undirected,14169,,,1,1
11166,30399,Undirected,14170,,,5,5
21079,60082,Undirected,14171,,,1,1
10983,50055,Undirected,14172,,,5,5
21553,90026,Undirected,14173,,,21,21
21807,40079,Undirected,14174,,,97,97
10748,21845,Undirected,14175,,,1,1
20134,20470,Undirected,14176,,,1,1
20196,40022,Undirected,14177,,,2,2
11348,21716,Undirected,14178,,,1,1
20724,60040,Undirected,14179,,,1,1
11397,21325,Undirected,14180,,,1,1
30412,60072,Undirected,14181,,,1,1
10090,20920,Undirected,14182,,,2,2
11176,20724,Undirected,14183,,,14,14
20399,21527,Undirected,14184,,,10,10
21159,40133,Undirected,14185,,,1,1
10957,21474,Undirected,14186,,,1,1
20471,40049,Undirected,14187,,,1,1
10491,10821,Undirected,14188,,,1,1
11387,21050,Undirected,14189,,,2,2
21021,60091,Undirected,14190,,,13,13
60014,60091,Undirected,14191,,,1,1
20429,60087,Undirected,14192,,,1,1
10430,40058,Undirected,14193,,,26,26
20363,40005,Undirected,14194,,,1,1
21599,21807,Undirected,14195,,,1,1
10594,21840,Undirected,14196,,,5,5
10805,11061,Undirected,14197,,,1,1
10699,11322,Undirected,14198,,,117,117
10805,11067,Undirected,14199,,,164,164
20431,20532,Undirected,14200,,,7,7
20341,20858,Undirected,14201,,,1,1
20939,30066,Undirected,14202,,,3,3
20616,21778,Undirected,14203,,,2,2
10443,20438,Undirected,14204,,,39,39
20028,60089,Undirected,14205,,,1,1
10699,20571,Undirected,14206,,,1,1
10207,20187,Undirected,14207,,,1,1
30220,30382,Undirected,14208,,,15,15
11067,20570,Undirected,14209,,,409,409
11348,21703,Undirected,14210,,,1,1
10370,20529,Undirected,14211,,,1,1
10637,10849,Undirected,14212,,,7,7
20140,20698,Undirected,14213,,,14,14
11312,60089,Undirected,14214,,,138,138
10781,30244,Undirected,14215,,,1,1
10361,21368,Undirected,14216,,,9,9
20655,60068,Undirected,14217,,,27,27
20985,21261,Undirected,14218,,,1,1
11312,60086,Undirected,14219,,,148,148
10397,11107,Undirected,14220,,,1,1
10882,20497,Undirected,14221,,,45,45
20964,21253,Undirected,14222,,,1,1
10392,20785,Undirected,14223,,,1,1
20789,21263,Undirected,14224,,,20,20
10234,30329,Undirected,14225,,,1,1
10392,20789,Undirected,14226,,,1,1
10069,21166,Undirected,14227,,,1,1
20157,21528,Undirected,14228,,,1,1
11008,20055,Undirected,14229,,,3,3
10380,10499,Undirected,14230,,,1,1
20626,21137,Undirected,14231,,,1,1
10838,20122,Undirected,14232,,,3,3
20004,20104,Undirected,14233,,,3,3
20077,21571,Undirected,14234,,,1,1
10120,21376,Undirected,14235,,,1,1
20517,40147,Undirected,14236,,,2,2
10216,20031,Undirected,14237,,,1,1
11006,21079,Undirected,14238,,,1,1
21313,21741,Undirected,14239,,,1,1
10086,20372,Undirected,14240,,,1,1
21291,40034,Undirected,14241,,,1,1
30180,30244,Undirected,14242,,,1,1
10164,10755,Undirected,14243,,,1,1
10698,11061,Undirected,14244,,,61,61
20433,60072,Undirected,14245,,,2,2
11125,20349,Undirected,14246,,,1,1
20632,40034,Undirected,14247,,,2,2
20744,30275,Undirected,14248,,,6,6
20185,20510,Undirected,14249,,,2,2
10016,20315,Undirected,14250,,,1,1
10168,21431,Undirected,14251,,,7,7
10090,30244,Undirected,14252,,,11,11
10576,21583,Undirected,14253,,,7,7
11246,21464,Undirected,14254,,,1,1
21539,40134,Undirected,14255,,,8,8
20354,30361,Undirected,14256,,,7,7
10281,21320,Undirected,14257,,,3,3
21133,40167,Undirected,14258,,,2,2
10655,21480,Undirected,14259,,,1,1
10997,40173,Undirected,14260,,,65,65
20294,30244,Undirected,14261,,,4,4
10797,21753,Undirected,14262,,,2,2
10755,21810,Undirected,14263,,,21,21
10488,10860,Undirected,14264,,,1,1
11310,60087,Undirected,14265,,,7,7
10349,10818,Undirected,14266,,,47,47
10632,21179,Undirected,14267,,,2,2
21613,40170,Undirected,14268,,,2,2
10041,30244,Undirected,14269,,,2,2
10944,20296,Undirected,14270,,,1,1
11386,60054,Undirected,14271,,,3,3
20385,20968,Undirected,14272,,,1,1
10400,11120,Undirected,14273,,,1,1
21115,21485,Undirected,14274,,,3,3
10318,10629,Undirected,14275,,,3,3
10155,20323,Undirected,14276,,,60,60
11176,21416,Undirected,14277,,,7,7
11180,30177,Undirected,14278,,,4,4
21299,30289,Undirected,14279,,,88,88
10812,60068,Undirected,14280,,,1,1
30140,30377,Undirected,14281,,,19,19
20906,20969,Undirected,14282,,,1,1
20272,20939,Undirected,14283,,,1,1
20325,20910,Undirected,14284,,,1,1
10112,10259,Undirected,14285,,,1,1
10713,40078,Undirected,14286,,,1,1
10257,21566,Undirected,14287,,,1,1
20028,21719,Undirected,14288,,,1,1
10684,21080,Undirected,14289,,,1,1
10509,11169,Undirected,14290,,,67,67
10403,40132,Undirected,14291,,,34,34
11226,20632,Undirected,14292,,,3,3
20873,21601,Undirected,14293,,,1,1
10122,30244,Undirected,14294,,,2,2
11074,20213,Undirected,14295,,,14,14
10838,11334,Undirected,14296,,,4,4
10878,20544,Undirected,14297,,,1,1
11349,30399,Undirected,14298,,,24,24
10886,20445,Undirected,14299,,,27,27
20990,40101,Undirected,14300,,,1,1
20506,30036,Undirected,14301,,,1,1
21280,21749,Undirected,14302,,,1,1
10521,11300,Undirected,14303,,,7,7
20370,20398,Undirected,14304,,,1,1
10164,11401,Undirected,14305,,,2,2
20543,21335,Undirected,14306,,,9,9
20261,20389,Undirected,14307,,,20,20
21093,21698,Undirected,14308,,,1,1
20508,21829,Undirected,14309,,,1,1
10757,21575,Undirected,14310,,,22,22
10411,11051,Undirected,14311,,,3,3
11054,21842,Undirected,14312,,,7,7
10920,11072,Undirected,14313,,,1,1
20663,40189,Undirected,14314,,,1,1
10594,40164,Undirected,14315,,,5,5
10237,21681,Undirected,14316,,,2,2
10960,21548,Undirected,14317,,,1,1
21096,50028,Undirected,14318,,,2,2
10695,21185,Undirected,14319,,,1,1
10442,21526,Undirected,14320,,,1,1
20056,50083,Undirected,14321,,,2,2
10164,20551,Undirected,14322,,,3,3
10719,21762,Undirected,14323,,,1,1
21566,40080,Undirected,14324,,,2,2
10217,21391,Undirected,14325,,,1,1
10225,20268,Undirected,14326,,,3,3
10114,20089,Undirected,14327,,,1,1
21400,30258,Undirected,14328,,,4,4
10389,21754,Undirected,14329,,,1,1
10681,21433,Undirected,14330,,,1,1
10045,20284,Undirected,14331,,,2,2
10141,21349,Undirected,14332,,,1,1
20306,21431,Undirected,14333,,,4,4
21140,21566,Undirected,14334,,,1,1
10026,20619,Undirected,14335,,,2,2
10482,30244,Undirected,14336,,,11,11
20246,40041,Undirected,14337,,,2,2
20223,20705,Undirected,14338,,,1,1
10286,20428,Undirected,14339,,,1,1
10838,20132,Undirected,14340,,,2,2
11131,20996,Undirected,14341,,,25,25
30333,40068,Undirected,14342,,,45,45
10077,40138,Undirected,14343,,,12,12
21033,30396,Undirected,14344,,,1,1
21025,21163,Undirected,14345,,,17,17
21033,40092,Undirected,14346,,,2,2
20169,30229,Undirected,14347,,,7,7
20315,30393,Undirected,14348,,,1,1
21246,21468,Undirected,14349,,,1,1
10243,20091,Undirected,14350,,,1,1
10624,21238,Undirected,14351,,,185,185
10651,20971,Undirected,14352,,,2,2
10171,20434,Undirected,14353,,,2,2
20338,21465,Undirected,14354,,,2,2
20140,30209,Undirected,14355,,,57,57
30314,30401,Undirected,14356,,,1,1
10268,90027,Undirected,14357,,,57,57
11288,20681,Undirected,14358,,,1,1
20570,21778,Undirected,14359,,,441,441
10930,21447,Undirected,14360,,,1,1
20177,20752,Undirected,14361,,,1,1
40084,50013,Undirected,14362,,,4,4
20387,21410,Undirected,14363,,,2,2
21730,30258,Undirected,14364,,,1,1
10312,21468,Undirected,14365,,,1,1
21114,60043,Undirected,14366,,,1,1
10709,20527,Undirected,14367,,,1,1
20077,20671,Undirected,14368,,,1,1
20263,20874,Undirected,14369,,,6,6
10922,20712,Undirected,14370,,,7,7
40130,40164,Undirected,14371,,,1,1
20083,21038,Undirected,14372,,,5,5
11071,21613,Undirected,14373,,,1,1
10745,11191,Undirected,14374,,,79,79
21371,21757,Undirected,14375,,,4,4
30229,60076,Undirected,14376,,,1,1
21468,40051,Undirected,14377,,,10,10
10259,21336,Undirected,14378,,,4,4
20390,20397,Undirected,14379,,,1,1
20785,40051,Undirected,14380,,,1,1
20910,30244,Undirected,14381,,,1,1
20946,21689,Undirected,14382,,,5,5
10313,90016,Undirected,14383,,,1,1
21305,40033,Undirected,14384,,,1,1
10763,30342,Undirected,14385,,,4,4
20914,21608,Undirected,14386,,,1,1
21108,21155,Undirected,14387,,,3,3
10964,40108,Undirected,14388,,,1,1
10441,20268,Undirected,14389,,,2,2
10413,10888,Undirected,14390,,,10,10
10122,10244,Undirected,14391,,,1,1
20023,21603,Undirected,14392,,,13,13
10872,20917,Undirected,14393,,,1,1
10272,60015,Undirected,14394,,,5,5
21228,60013,Undirected,14395,,,1,1
20808,40016,Undirected,14396,,,1,1
10298,20779,Undirected,14397,,,2,2
10818,10861,Undirected,14398,,,4,4
20434,30244,Undirected,14399,,,10,10
10091,30178,Undirected,14400,,,2,2
10999,21229,Undirected,14401,,,1,1
10091,10800,Undirected,14402,,,2,2
21359,40095,Undirected,14403,,,240,240
20017,30257,Undirected,14404,,,1,1
21291,21583,Undirected,14405,,,1,1
10930,21038,Undirected,14406,,,37,37
30022,40056,Undirected,14407,,,222,222
10546,20256,Undirected,14408,,,8,8
10936,20020,Undirected,14409,,,12,12
21188,21593,Undirected,14410,,,1,1
11182,20303,Undirected,14411,,,36,36
20091,30276,Undirected,14412,,,1,1
10488,20204,Undirected,14413,,,1,1
10074,21665,Undirected,14414,,,4,4
20773,20873,Undirected,14415,,,1,1
10715,20678,Undirected,14416,,,1,1
20644,40112,Undirected,14417,,,1,1
21006,40163,Undirected,14418,,,8,8
20336,21715,Undirected,14419,,,2,2
21188,30156,Undirected,14420,,,1,1
20529,40032,Undirected,14421,,,3,3
20570,21824,Undirected,14422,,,1,1
20638,21506,Undirected,14423,,,1,1
20341,21381,Undirected,14424,,,2,2
10051,21812,Undirected,14425,,,2,2
30073,60068,Undirected,14426,,,96,96
10864,40161,Undirected,14427,,,5,5
11315,11375,Undirected,14428,,,2,2
21656,50077,Undirected,14429,,,12,12
20512,20513,Undirected,14430,,,1,1
20066,21281,Undirected,14431,,,6,6
10675,21194,Undirected,14432,,,1,1
40113,60002,Undirected,14433,,,2,2
20438,60089,Undirected,14434,,,30,30
20013,20681,Undirected,14435,,,1,1
20904,30351,Undirected,14436,,,1,1
20939,21497,Undirected,14437,,,1,1
20469,20798,Undirected,14438,,,1,1
11240,20559,Undirected,14439,,,4,4
20306,20314,Undirected,14440,,,1,1
10061,30126,Undirected,14441,,,2,2
11401,20998,Undirected,14442,,,8,8
21030,21800,Undirected,14443,,,24,24
20850,30082,Undirected,14444,,,1,1
11118,21252,Undirected,14445,,,52,52
20219,20453,Undirected,14446,,,1,1
10622,21729,Undirected,14447,,,3,3
11156,21723,Undirected,14448,,,1,1
20169,21028,Undirected,14449,,,1,1
11217,21093,Undirected,14450,,,1,1
10079,40040,Undirected,14451,,,9,9
21727,30358,Undirected,14452,,,4,4
20011,21029,Undirected,14453,,,15,15
40138,40192,Undirected,14454,,,1,1
10485,20876,Undirected,14455,,,1,1
20020,60075,Undirected,14456,,,25,25
21189,21732,Undirected,14457,,,1,1
10200,11239,Undirected,14458,,,2,2
20388,21515,Undirected,14459,,,2,2
11251,40008,Undirected,14460,,,9,9
20993,21836,Undirected,14461,,,1,1
10463,20456,Undirected,14462,,,4,4
11386,21539,Undirected,14463,,,1,1
20962,30276,Undirected,14464,,,3,3
21160,40031,Undirected,14465,,,1,1
10484,21050,Undirected,14466,,,1,1
11313,20266,Undirected,14467,,,11,11
20051,20584,Undirected,14468,,,7,7
20263,20867,Undirected,14469,,,2,2
21489,40084,Undirected,14470,,,2,2
21015,40194,Undirected,14471,,,28,28
20821,21120,Undirected,14472,,,56,56
20346,30078,Undirected,14473,,,3,3
21210,40182,Undirected,14474,,,1,1
21721,30286,Undirected,14475,,,2,2
30325,60078,Undirected,14476,,,6,6
20175,60024,Undirected,14477,,,12,12
20985,50049,Undirected,14478,,,2,2
20913,40002,Undirected,14479,,,1,1
30156,40058,Undirected,14480,,,1,1
20175,60028,Undirected,14481,,,1,1
21665,21735,Undirected,14482,,,1,1
10629,20583,Undirected,14483,,,13,13
11020,21291,Undirected,14484,,,1,1
11350,20515,Undirected,14485,,,2,2
11362,30358,Undirected,14486,,,18,18
10707,40058,Undirected,14487,,,11,11
11352,21215,Undirected,14488,,,46,46
10120,20564,Undirected,14489,,,1,1
10118,10798,Undirected,14490,,,2,2
20069,21080,Undirected,14491,,,2,2
20912,21097,Undirected,14492,,,1,1
10439,20270,Undirected,14493,,,4,4
10699,21230,Undirected,14494,,,2,2
10185,40162,Undirected,14495,,,4,4
10800,20614,Undirected,14496,,,64,64
30339,50065,Undirected,14497,,,12,12
20306,21379,Undirected,14498,,,1,1
10221,20194,Undirected,14499,,,1,1
20031,21038,Undirected,14500,,,1,1
21376,21485,Undirected,14501,,,2,2
10110,10491,Undirected,14502,,,3,3
20570,21179,Undirected,14503,,,7,7
20418,30156,Undirected,14504,,,2,2
11119,20583,Undirected,14505,,,1,1
10016,21169,Undirected,14506,,,5,5
10016,21168,Undirected,14507,,,2,2
10013,30164,Undirected,14508,,,3,3
21086,21469,Undirected,14509,,,6,6
10016,50021,Undirected,14510,,,1,1
11200,11392,Undirected,14511,,,6,6
20508,20835,Undirected,14512,,,27,27
11164,21545,Undirected,14513,,,2,2
10093,30276,Undirected,14514,,,1,1
11322,21690,Undirected,14515,,,3,3
21298,40022,Undirected,14516,,,1,1
11219,90001,Undirected,14517,,,1,1
10774,20157,Undirected,14518,,,8,8
20710,60037,Undirected,14519,,,13,13
20157,20570,Undirected,14520,,,577,577
20624,21359,Undirected,14521,,,1,1
20157,20571,Undirected,14522,,,53,53
20899,40142,Undirected,14523,,,3,3
30244,40146,Undirected,14524,,,9,9
21245,21358,Undirected,14525,,,6,6
21522,21540,Undirected,14526,,,1,1
10429,21827,Undirected,14527,,,1,1
10888,20363,Undirected,14528,,,1,1
10498,30374,Undirected,14529,,,49,49
21544,40075,Undirected,14530,,,1,1
10528,30244,Undirected,14531,,,1,1
20218,21556,Undirected,14532,,,2,2
10246,40051,Undirected,14533,,,1,1
10137,20355,Undirected,14534,,,1,1
20140,21149,Undirected,14535,,,18,18
10129,10715,Undirected,14536,,,1,1
10313,20219,Undirected,14537,,,1,1
20012,20372,Undirected,14538,,,1,1
20314,20648,Undirected,14539,,,7,7
10355,10882,Undirected,14540,,,89,89
20207,20337,Undirected,14541,,,1,1
10049,20668,Undirected,14542,,,8,8
30244,40111,Undirected,14543,,,2,2
10392,10903,Undirected,14544,,,4,4
20865,40182,Undirected,14545,,,30,30
10217,20702,Undirected,14546,,,1,1
10461,21646,Undirected,14547,,,5,5
10190,21656,Undirected,14548,,,12,12
21515,60028,Undirected,14549,,,6,6
10164,21544,Undirected,14550,,,18,18
21505,40001,Undirected,14551,,,1,1
10838,11181,Undirected,14552,,,2,2
11322,20617,Undirected,14553,,,692,692
10018,20552,Undirected,14554,,,1,1
20284,20971,Undirected,14555,,,1,1
10838,11189,Undirected,14556,,,1,1
10594,11181,Undirected,14557,,,372,372
11305,21392,Undirected,14558,,,1,1
10544,20087,Undirected,14559,,,53,53
21218,21252,Undirected,14560,,,1,1
20294,21555,Undirected,14561,,,1,1
20489,20507,Undirected,14562,,,4,4
10629,20967,Undirected,14563,,,4,4
10059,20717,Undirected,14564,,,3,3
10013,10838,Undirected,14565,,,8,8
10869,10955,Undirected,14566,,,2,2
20607,60095,Undirected,14567,,,4,4
20187,20234,Undirected,14568,,,1,1
20195,30244,Undirected,14569,,,1,1
20992,21484,Undirected,14570,,,1,1
11148,40122,Undirected,14571,,,19,19
10664,10977,Undirected,14572,,,1,1
10229,90014,Undirected,14573,,,4,4
20572,20906,Undirected,14574,,,1,1
10528,30220,Undirected,14575,,,1,1
10146,30244,Undirected,14576,,,3,3
10107,60014,Undirected,14577,,,1,1
11349,30232,Undirected,14578,,,17,17
20039,20896,Undirected,14579,,,6,6
21544,40055,Undirected,14580,,,21,21
11311,20160,Undirected,14581,,,42,42
21191,21762,Undirected,14582,,,2,2
11159,21340,Undirected,14583,,,1,1
20390,40010,Undirected,14584,,,1,1
20587,20943,Undirected,14585,,,1,1
20373,30118,Undirected,14586,,,1,1
10496,30297,Undirected,14587,,,1,1
20448,40044,Undirected,14588,,,12,12
11311,21566,Undirected,14589,,,5,5
10811,60066,Undirected,14590,,,2,2
10719,20356,Undirected,14591,,,2,2
10601,20190,Undirected,14592,,,8,8
10016,11357,Undirected,14593,,,1,1
10178,40113,Undirected,14594,,,1,1
21079,21674,Undirected,14595,,,1,1
10390,10550,Undirected,14596,,,1,1
10084,21071,Undirected,14597,,,2,2
10838,21493,Undirected,14598,,,1,1
20425,21215,Undirected,14599,,,35,35
10129,21017,Undirected,14600,,,2,2
20790,20899,Undirected,14601,,,3,3
20373,20453,Undirected,14602,,,1,1
11300,20418,Undirected,14603,,,1,1
30168,50028,Undirected,14604,,,28,28
10005,10531,Undirected,14605,,,6,6
10207,10380,Undirected,14606,,,8,8
20408,21206,Undirected,14607,,,4,4
20522,20875,Undirected,14608,,,1,1
20592,60052,Undirected,14609,,,14,14
10699,10857,Undirected,14610,,,2,2
10167,21419,Undirected,14611,,,1,1
20680,21086,Undirected,14612,,,1,1
10334,20447,Undirected,14613,,,3,3
10087,30351,Undirected,14614,,,51,51
10609,20662,Undirected,14615,,,1,1
20016,20581,Undirected,14616,,,54,54
10640,11024,Undirected,14617,,,107,107
10554,20222,Undirected,14618,,,2,2
20175,40055,Undirected,14619,,,1,1
21030,21474,Undirected,14620,,,18,18
20519,20694,Undirected,14621,,,2,2
20203,30214,Undirected,14622,,,1,1
20992,30351,Undirected,14623,,,1,1
21480,21807,Undirected,14624,,,2,2
